This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
18662	Yiddish	j	495	0.86
18669	riser	n	480	0.89
18676	coal-fired	j	488	0.87
18683	swig	n	510	0.84
18690	chairmanship	n	483	0.88
18697	belated	j	454	0.94
18704	drizzle	v	476	0.89
18711	heart-shaped	j	466	0.91
18718	radiologist	n	477	0.89
18725	sought-after	j	461	0.92
18732	sac	n	469	0.90
18739	intoxication	n	502	0.84
18746	reprehensible	j	466	0.91
18753	connectedness	n	516	0.82
18760	magenta	n	481	0.88
18767	gray-haired	j	483	0.87
18774	mannerism	n	446	0.95
18781	hysterically	r	473	0.89
18788	repaint	v	456	0.92
18795	all-star	n	480	0.87
18802	squabble	v	449	0.93
18809	heartless	j	454	0.92
18816	excision	n	568	0.74
18823	karma	n	456	0.92
18830	decadence	n	465	0.90
18837	impurity	n	466	0.90
18844	summation	n	468	0.89
18851	eighty-five	m	449	0.93
18858	lithe	j	472	0.88
18865	filet	n	464	0.90
18872	not-for-profit	j	479	0.87
18879	torch	v	447	0.93
18886	rheumatoid	j	524	0.79
18893	humbling	j	450	0.92
18900	tribesman	n	471	0.88
18907	heh	u	585	0.71
18914	gumbo	n	480	0.87
18921	meaningfully	r	468	0.89
18928	chisel	n	478	0.87
18935	shanty	n	545	0.76
18942	supplementation	n	518	0.80
18949	llama	n	485	0.85
18956	seamstress	n	453	0.91
18963	peep	n	462	0.89
18970	windswept	j	447	0.92
18977	captivating	j	444	0.93
18984	radon	n	675	0.61
18991	newsman	n	452	0.91
18998	preoperative	j	561	0.73
19005	erstwhile	j	445	0.92
19012	untimely	j	435	0.94
19019	snowman	n	461	0.89
19026	tail	v	444	0.92
19033	lewd	j	444	0.92
19040	puncture	n	450	0.91
19047	goatee	n	457	0.89
19054	Sioux	n	481	0.85
19061	devolve	v	442	0.92
19068	tightness	n	448	0.91
19075	self-perception	n	531	0.77
19082	delirious	j	450	0.90
19089	mutilated	j	436	0.93
19096	vengeful	j	435	0.93
19103	collie	n	470	0.86
19110	fake	n	448	0.90
19117	playback	n	453	0.89
19124	unharmed	j	433	0.93
19131	compendium	n	444	0.91
19138	clang	v	471	0.86
19145	nay	n	467	0.86
19152	countenance	n	457	0.88
19159	muscle	v	448	0.90
19166	foursome	n	452	0.89
19173	heartbroken	j	438	0.92
19180	abut	v	429	0.94
19187	call-in	n	440	0.91
19194	run-in	n	436	0.92
19201	yo-yo	n	540	0.74
19208	abrasion	n	449	0.89
19215	payable	j	443	0.90
19222	staccato	j	441	0.91
19229	swatch	n	500	0.80
19236	tested	j	443	0.90
19243	scarred	j	461	0.87
19250	vastness	n	431	0.93
19257	dictatorial	j	439	0.91
19264	fell	n	424	0.94
19271	renovated	j	442	0.90
19278	empty-handed	j	429	0.93
19285	cobweb	n	458	0.87
19292	approvingly	r	441	0.90
19299	parlay	v	435	0.91
19306	senatorial	j	433	0.92
19313	dilate	v	443	0.90
19320	soapy	j	445	0.89
19327	groggy	j	453	0.87
19334	red-haired	j	472	0.84
19341	impressively	r	428	0.92
19348	seven-day	j	441	0.90
19355	negation	n	549	0.72
19362	earphone	n	469	0.84
19369	inscrutable	j	429	0.92
19376	asterisk	n	430	0.92
19383	polarity	n	459	0.86
19390	wrack	v	422	0.93
19397	splurge	v	445	0.88
19404	sardonic	j	432	0.91
19411	episodic	j	503	0.78
19418	censure	v	489	0.80
19425	deodorant	n	434	0.90
19432	drunkenness	n	426	0.92
19439	self-taught	j	429	0.91
19446	mammalian	j	457	0.85
19453	vitally	r	426	0.92
19460	turpentine	n	462	0.84
19467	lark	n	428	0.91
19474	anachronistic	j	433	0.90
19481	ostrich	n	444	0.87
19488	cooperating	j	510	0.76
19495	headwaters	n	432	0.90
19502	unknowingly	r	411	0.94
19509	diocesan	j	460	0.84
19516	degenerative	j	430	0.90
19523	anti-lock	j	455	0.85
19530	overzealous	j	414	0.93
19537	birthright	n	412	0.93
19544	Anglo-Saxon	j	444	0.87
19551	regressive	j	433	0.89
19558	dusky	j	432	0.89
19565	unholy	j	425	0.90
19572	pent-up	j	413	0.93
19579	advisable	j	417	0.92
19586	reveler	n	419	0.91
19593	clockwork	n	416	0.92
19600	elbow	v	423	0.90
19607	acrid	j	432	0.88
19614	latency	n	512	0.74
19621	renege	v	414	0.92
19628	blue-chip	j	441	0.86
19635	curd	n	510	0.75
19642	contagion	n	438	0.87
19649	jetty	n	450	0.84
19656	burlap	n	429	0.88
19663	muffler	n	429	0.88
19670	leech	n	424	0.89
19677	front-line	j	425	0.89
19684	intermission	n	410	0.92
19691	neophyte	n	411	0.92
19698	overjoyed	j	413	0.91
19705	wham	u	444	0.85
19712	cataclysmic	j	406	0.93
19719	hog	v	407	0.92
19726	isolationist	n	414	0.91
19733	gory	j	413	0.91
19740	deciding	j	403	0.93
19747	toothless	j	416	0.90
19754	glower	v	456	0.82
19761	lightbulb	n	425	0.88
19768	rec	n	415	0.90
19775	bloodied	j	422	0.89
19782	talking	j	409	0.91
19789	welt	n	419	0.89
19796	tramp	v	425	0.88
19803	salami	n	417	0.89
19810	corkscrew	n	422	0.88
19817	walkie-talkie	n	423	0.88
19824	yardage	n	434	0.86
19831	industrious	j	404	0.92
19838	songwriting	n	414	0.90
19845	unplugged	j	412	0.90
19852	hereby	r	400	0.93
19859	nonsignificant	j	474	0.78
19866	realtor	n	411	0.90
19873	glimmer	v	436	0.85
19880	mammography	n	476	0.78
19887	fawn	n	441	0.84
19894	iguana	n	425	0.87
19901	descriptor	n	489	0.75
19908	bot	n	468	0.79
19915	uproot	v	393	0.94
19922	precipice	n	402	0.91
19929	still	v	428	0.86
19936	synopsis	n	413	0.89
19943	poncho	n	408	0.90
19950	season	v	407	0.90
19957	panicky	j	403	0.91
19964	glassware	n	405	0.90
19971	fluttering	j	422	0.86
19978	muddle	v	390	0.93
19985	docile	j	394	0.92
19992	peroxide	n	418	0.87
19999	store-bought	j	411	0.89
20006	echoing	j	410	0.89
20013	regalia	n	405	0.90
20020	bipartisanship	n	459	0.79
20027	fanaticism	n	398	0.91
20034	uninvited	j	394	0.92
20041	lunch	v	399	0.91
20048	post-mortem	n	390	0.93
20055	bro	n	425	0.85
20062	prejudice	v	390	0.93
20069	escaping	j	386	0.94
20076	manatee	n	443	0.82
20083	sit	n	394	0.92
20090	ugh	u	410	0.88
20097	erroneously	r	397	0.91
20104	Newtonian	j	432	0.83
20111	pewter	n	407	0.88
20118	first-place	j	426	0.84
20125	intensified	j	404	0.89
20132	enlistment	n	412	0.87
20139	jus	n	447	0.80
20146	riverbed	n	398	0.90
20153	trusty	j	407	0.88
20160	evidence-based	j	509	0.70
20167	showcase	v	395	0.90
20174	nonmember	n	408	0.87
20181	swab	v	390	0.91
20188	handily	r	387	0.92
20195	exclusivity	n	392	0.91
20202	postdoctoral	j	417	0.85
20209	frat	n	403	0.88
20216	estrangement	n	399	0.89
20223	banister	n	418	0.85
20230	derivative	j	394	0.90
20237	overcome	j	388	0.91
20244	patter	n	392	0.90
20251	science-fiction	j	406	0.87
20258	unlicensed	j	394	0.90
20265	laziness	n	380	0.93
20272	conspiratorial	j	387	0.91
20279	stupidly	r	411	0.86
20286	blunder	v	389	0.90
20293	antibacterial	j	429	0.82
20300	acrobat	n	390	0.90
20307	fedora	n	398	0.88
20314	incapacitate	v	373	0.94
20321	pansy	n	422	0.83
20328	carnal	j	389	0.90
20335	horned	j	422	0.83
20342	weatherman	n	385	0.91
20349	carbonate	n	408	0.86
20356	weedy	j	384	0.91
20363	canny	j	378	0.92
20370	retreating	j	389	0.90
20377	mute	v	374	0.93
20384	degraded	j	395	0.88
20391	toleration	n	490	0.71
20398	wherewithal	n	372	0.93
20405	well-organized	j	378	0.92
20412	commuting	n	383	0.90
20419	sentinel	n	392	0.88
20426	covariate	n	463	0.75
20433	storehouse	n	390	0.89
20440	phenomenological	j	443	0.78
20447	shading	n	383	0.90
20454	endoscopic	j	462	0.75
20461	airlift	n	403	0.85
20468	yum	u	393	0.88
20475	confetti	n	379	0.91
20482	unconvinced	j	370	0.93
20489	hassle	v	379	0.91
20496	dividing	j	371	0.93
20503	direct	r	370	0.93
20510	customarily	r	375	0.91
20517	canvas	v	437	0.78
20524	repairman	n	378	0.91
20531	mestizo	n	444	0.77
20538	toil	n	369	0.93
20545	convergent	j	418	0.82
20552	ceaseless	j	369	0.92
20559	extort	v	378	0.90
20566	century-old	j	378	0.90
20573	togetherness	n	369	0.92
20580	stopped	j	375	0.91
20587	feline	j	384	0.89
20594	unfolding	j	366	0.93
20601	public-health	j	420	0.81
20608	overstuffed	j	379	0.90
20615	dorsal	j	385	0.88
20622	high-density	j	381	0.89
20629	commercialism	n	380	0.89
20636	prosocial	j	447	0.76
20643	secularist	n	434	0.78
20650	shadowed	j	398	0.85
20657	gaggle	n	367	0.92
20664	rationalism	n	419	0.80
20671	mangled	j	375	0.90
20678	infallible	j	368	0.91
20685	Oscar-winning	j	377	0.89
20692	redemptive	j	377	0.89
20699	vane	n	387	0.87
20706	silica	n	429	0.78
20713	middleman	n	380	0.88
20720	conscription	n	459	0.73
20727	imperceptible	j	369	0.91
20734	intercultural	j	434	0.77
20741	goddam	j	417	0.80
20748	lesser-known	j	372	0.90
20755	interviewing	n	527	0.63
20762	naught	p	378	0.88
20769	deflation	n	392	0.85
20776	revived	j	361	0.92
20783	hm	u	400	0.83
20790	rangeland	n	416	0.80
20797	debrief	v	377	0.88
20804	imperceptibly	r	375	0.88
20811	tassel	n	389	0.85
20818	tarpon	n	424	0.78
20825	foretell	v	359	0.92
20832	scone	n	379	0.87
20839	suffocating	j	358	0.92
20846	monotone	n	369	0.90
20853	solidity	n	361	0.91
20860	cream	j	371	0.89
20867	antihistamine	n	398	0.83
20874	whet	v	353	0.93
20881	delirium	n	372	0.88
20888	negotiable	j	360	0.91
20895	disorientation	n	363	0.91
20902	rejuvenated	j	356	0.92
20909	caddy	n	377	0.87
20916	disenfranchise	v	367	0.89
20923	forklift	n	367	0.89
20930	constipation	n	380	0.86
20937	lollipop	n	362	0.90
20944	refurbished	j	360	0.91
20951	plump	v	369	0.88
20958	lustrous	j	368	0.89
20965	shrubbery	n	369	0.88
20972	truism	n	356	0.91
20979	mil	n	376	0.86
20986	blond	n	374	0.87
20993	inalienable	j	375	0.87
21000	deflection	n	407	0.80
21007	overhanging	j	362	0.90
21014	weekly	r	350	0.93
21021	Aristotelian	j	397	0.82
21028	ophthalmologist	n	377	0.86
21035	bailiff	n	379	0.85
21042	dissension	n	350	0.92
21049	personage	n	363	0.89
21056	mitigating	j	372	0.87
21063	lubricate	v	358	0.90
21070	afire	j	358	0.90
21077	yon	d	371	0.87
21084	hickory	n	356	0.90
21091	sportscaster	n	366	0.88
21098	paternalistic	j	365	0.88
21105	underpainting	n	405	0.79
21112	SOS	n	371	0.86
21119	slob	n	358	0.89
21126	inversely	r	388	0.82
21133	volition	n	352	0.91
21140	egret	n	353	0.90
21147	wastebasket	n	367	0.87
21154	waistline	n	360	0.88
21161	hater	n	353	0.90
21168	diabolical	j	339	0.94
21175	unencumbered	j	343	0.93
21182	dispensation	n	355	0.89
21189	beget	v	344	0.92
21196	damp	v	356	0.89
21203	coldness	n	362	0.87
21210	unaided	j	376	0.84
21217	minion	n	361	0.88
21224	ruffled	j	352	0.90
21231	in-your-face	j	351	0.90
21238	needed	j	346	0.91
21245	starring	j	349	0.90
21252	sulfide	n	376	0.84
21259	jazzy	j	347	0.91
21266	psychoanalyst	n	389	0.81
21273	top-level	j	345	0.91
21280	shrunken	j	344	0.91
21287	opportunist	n	339	0.93
21294	reconsideration	n	356	0.88
21301	upstage	v	342	0.92
21308	stagecoach	n	352	0.89
21315	powwow	n	405	0.77
21322	comedic	j	345	0.91
21329	drudgery	n	335	0.93
21336	sycamore	n	358	0.87
21343	monstrosity	n	353	0.88
21350	empathic	j	390	0.80
21357	foreword	n	344	0.91
21364	rip-off	n	347	0.90
21371	presage	v	339	0.92
21378	irradiation	n	393	0.79
21385	stepdaughter	n	339	0.92
21392	assuredly	r	332	0.94
21399	carpentry	n	339	0.92
21406	lotus	n	342	0.91
21413	dipping	j	360	0.86
21420	astrophysics	n	358	0.86
21427	interloper	n	339	0.91
21434	manhole	n	351	0.88
21441	chalk	v	338	0.91
21448	fastidious	j	337	0.92
21455	rut	v	348	0.89
21462	scat	n	351	0.88
21469	earlobe	n	362	0.85
21476	return	j	333	0.92
21483	watercress	n	357	0.86
21490	snatch	n	349	0.88
21497	swearing	n	336	0.91
21504	heist	n	343	0.89
21511	encyclopedic	j	342	0.90
21518	slayer	n	351	0.87
21525	up-and-coming	j	406	0.75
21532	self-effacing	j	330	0.93
21539	upstate	r	342	0.89
21546	divinely	r	351	0.87
21553	trombone	n	342	0.89
21560	taping	n	337	0.90
21567	perpetuation	n	359	0.85
21574	out-of-pocket	j	348	0.87
21581	crowbar	n	355	0.86
21588	impressionable	j	324	0.94
21595	burp	v	346	0.88
21602	cognitively	r	380	0.80
21609	mooring	n	331	0.92
21616	next-generation	j	345	0.88
21623	inky	j	346	0.88
21630	teal	n	350	0.86
21637	androgynous	j	366	0.83
21644	hallucinate	v	337	0.90
21651	fitted	j	341	0.89
21658	underprivileged	j	325	0.93
21665	menopausal	j	363	0.83
21672	orbiting	j	336	0.90
21679	encyclical	j	384	0.78
21686	constituted	j	347	0.87
21693	rated	j	328	0.92
21700	papacy	n	372	0.81
21707	irreparable	j	344	0.87
21714	top-secret	j	326	0.92
21721	bib	n	336	0.89
21728	tuba	n	344	0.87
21735	whoo	u	403	0.74
21742	milking	n	344	0.87
21749	bicentennial	j	331	0.90
21756	arrhythmia	n	346	0.86
21763	undivided	j	321	0.93
21770	stork	n	366	0.81
21777	strobe	n	336	0.89
21784	employed	j	341	0.87
21791	manger	n	325	0.91
21798	biennial	n	337	0.88
21805	obviate	v	340	0.87
21812	ironing	n	343	0.86
21819	mullah	n	338	0.88
21826	anti-smoking	j	346	0.86
21833	high-minded	j	322	0.92
21840	tease	n	322	0.92
21847	marbled	j	327	0.90
21854	originator	n	325	0.91
21861	hairpin	n	328	0.90
21868	game-winning	j	358	0.82
21875	emir	n	419	0.70
21882	sportswear	n	333	0.88
21889	doggedly	r	323	0.91
21896	clap	n	340	0.86
21903	perishable	j	319	0.92
21910	curt	j	338	0.87
21917	withholding	n	323	0.91
21924	fiduciary	j	386	0.76
21931	self-reliant	j	321	0.91
21938	gesso	n	385	0.76
21945	methyl	n	356	0.82
21952	irrigated	j	366	0.80
21959	obelisk	n	381	0.77
21966	consecrate	v	322	0.91
21973	handyman	n	325	0.90
21980	Yoruba	n	377	0.77
21987	two-man	j	325	0.90
21994	gentry	n	336	0.87
22001	overpass	n	329	0.88
22008	panoply	n	318	0.91
22015	misinterpretation	n	325	0.89
22022	uncut	j	316	0.92
22029	four-wheel-drive	j	332	0.87
22036	shrinkage	n	326	0.89
22043	transporter	n	337	0.86
22050	cookware	n	340	0.85
22057	spawn	n	330	0.88
22064	hearten	v	315	0.92
22071	trundle	v	328	0.88
22078	unconscious	n	325	0.89
22085	last-ditch	j	313	0.92
22092	persimmon	n	347	0.83
22099	cant	j	476	0.60
22106	Sikh	j	364	0.79
22113	fertilized	j	319	0.90
22120	Jamaican	n	340	0.84
22127	incrementally	r	312	0.92
22134	boxwood	n	334	0.86
22141	moralistic	j	328	0.87
22148	wariness	n	309	0.93
22155	compiler	n	380	0.75
22162	court-appointed	j	318	0.90
22169	wordlessly	r	347	0.82
22176	ebullient	j	312	0.91
22183	leased	j	343	0.83
22190	non-religious	j	333	0.86
22197	telecommuting	n	365	0.78
22204	absorbed	j	312	0.91
22211	fag	n	337	0.84
22218	catch-up	n	313	0.91
22225	swathe	v	317	0.90
22232	purgatory	n	461	0.61
22239	black-tie	j	324	0.87
22246	firm	v	309	0.92
22253	wacko	n	325	0.87
22260	theocracy	n	322	0.88
22267	raspy	j	318	0.89
22274	resection	n	427	0.66
22281	showman	n	308	0.92
22288	binocular	j	350	0.80
22295	brownish	j	313	0.90
22302	girdle	n	308	0.91
22309	detonator	n	323	0.87
22316	licorice	n	320	0.88
22323	synchronous	j	358	0.78
22330	backcourt	n	347	0.81
22337	indecisive	j	311	0.90
22344	American-style	j	305	0.92
22351	spiced	j	318	0.88
22358	reprise	n	310	0.90
22365	rivulet	n	323	0.87
22372	avidly	r	302	0.93
22379	fog	v	320	0.87
22386	reflux	n	387	0.72
22393	conquistador	n	312	0.89
22400	seaport	n	304	0.92
22407	soberly	r	321	0.87
22414	po	n	317	0.88
22421	beseech	v	306	0.91
22428	nub	n	310	0.90
22435	trustworthiness	n	332	0.84
22442	crawler	n	331	0.84
22449	filibuster	v	343	0.81
22456	snooze	v	315	0.88
22463	one-night	j	305	0.91
22470	colonized	j	343	0.81
22477	lethargy	n	300	0.92
22484	foreplay	n	314	0.88
22491	revolting	j	300	0.92
22498	storyline	n	310	0.89
22505	tedium	n	301	0.91
22512	protestation	n	295	0.93
22519	dejected	j	304	0.90
22526	self-deprecating	j	300	0.92
22533	exploding	j	297	0.92
22540	grasping	j	300	0.91
22547	legalized	j	302	0.91
22554	headland	n	308	0.89
22561	breath	v	313	0.87
22568	high-intensity	j	317	0.86
22575	yielding	j	304	0.90
22582	eugenics	n	330	0.83
22589	applesauce	n	308	0.89
22596	dashed	j	317	0.86
22603	judging	n	331	0.82
22610	straightaway	r	301	0.90
22617	self-sacrifice	n	311	0.87
22624	post-Soviet	j	328	0.83
22631	suppressed	j	301	0.90
22638	activated	j	333	0.81
22645	unopposed	j	310	0.87
22652	dismissively	r	304	0.89
22659	genealogical	j	308	0.88
22666	undertaker	n	301	0.90
22673	crosshair	n	307	0.88
22680	insubstantial	j	303	0.89
22687	splashy	j	297	0.91
22694	underling	n	290	0.93
22701	slippage	n	296	0.91
22708	regimental	j	312	0.86
22715	weirdly	r	301	0.89
22722	Mennonite	j	376	0.71
22729	glazing	n	378	0.71
22736	blight	v	292	0.92
22743	bloodline	n	302	0.89
22750	ornamentation	n	297	0.90
22757	immensity	n	295	0.91
22764	fatalism	n	308	0.87
22771	retractable	j	303	0.88
22778	card	v	300	0.89
22785	pi	n	324	0.82
22792	randomness	n	305	0.87
22799	constancy	n	298	0.89
22806	tender	v	288	0.92
22813	mulch	v	320	0.83
22820	bluster	n	287	0.93
22827	soul-searching	n	293	0.91
22834	shaken	j	297	0.89
22841	exorcism	n	337	0.79
22848	toy	j	293	0.90
22855	babble	n	298	0.89
22862	amended	j	300	0.88
22869	space-based	j	302	0.88
22876	flare-up	n	298	0.89
22883	spacesuit	n	333	0.79
22890	reinstatement	n	299	0.88
22897	counterfeit	v	302	0.87
22904	truncated	j	301	0.88
22911	acclimate	v	287	0.92
22918	cordon	n	295	0.89
22925	frighteningly	r	287	0.92
22932	mollify	v	284	0.92
22939	distillation	n	293	0.90
22946	supposing	c	293	0.90
22953	agitator	n	429	0.61
22960	vicariously	r	283	0.93
22967	trinitarian	j	387	0.68
22974	medicate	v	288	0.91
22981	cloned	j	299	0.87
22988	motorsport	n	339	0.77
22995	sinusitis	n	354	0.74
23002	pinstripe	n	288	0.91
23009	longingly	r	295	0.88
23016	var	n	347	0.75
23023	razor-sharp	j	289	0.90
23030	triangulation	n	336	0.78
23037	teaser	n	298	0.87
23044	Napoleonic	j	290	0.90
23051	scorching	j	282	0.92
23058	third-floor	j	290	0.89
23065	distracting	j	280	0.93
23072	proportionality	n	312	0.83
23079	afterward	j	281	0.92
23086	producing	j	287	0.90
23093	ting	n	334	0.77
23100	molar	n	297	0.87
23107	impartiality	n	298	0.87
23114	verve	n	287	0.90
23121	capillary	n	290	0.89
23128	journeyman	n	289	0.89
23135	buyback	n	323	0.80
23142	satirize	v	285	0.90
23149	non-specific	j	307	0.84
23156	non-academic	j	312	0.82
23163	multiplex	n	289	0.89
23170	blue-gray	j	291	0.88
23177	sparring	n	280	0.91
23184	geophysical	j	291	0.88
23191	ultrasonic	j	330	0.77
23198	bluebird	n	296	0.86
23205	tines	n	301	0.85
23212	frostbite	n	292	0.87
23219	fee-for-service	j	301	0.85
23226	goings-on	n	275	0.93
23233	flagpole	n	283	0.90
23240	dramatist	n	295	0.86
23247	manganese	n	308	0.82
23254	stressed	j	277	0.92
23261	refiner	n	305	0.83
23268	money-making	j	278	0.91
23275	fjord	n	293	0.86
23282	blurring	n	286	0.88
23289	unclaimed	j	282	0.90
23296	doggy	n	304	0.83
23303	void	j	275	0.92
23310	church-state	j	323	0.78
23317	pull-up	n	314	0.80
23324	anthropogenic	j	341	0.74
23331	brusque	j	283	0.89
23338	month-long	j	277	0.91
23345	sisterhood	n	299	0.84
23352	accommodating	j	271	0.93
23359	soap	v	281	0.89
23366	slight	v	272	0.92
23373	epilogue	n	278	0.90
23380	reverently	r	284	0.88
23387	retest	v	286	0.87
23394	upwardly	r	273	0.91
23401	two-by-four	m	282	0.88
23408	kinsman	n	291	0.86
23415	pretender	n	270	0.92
23422	deadlock	v	280	0.89
23429	subjectively	r	294	0.85
23436	dissociate	v	290	0.86
23443	peephole	n	297	0.84
23450	infatuated	j	271	0.92
23457	old-line	j	285	0.87
23464	tenfold	r	272	0.91
23471	glittery	j	277	0.89
23478	opened	j	287	0.86
23485	computer-assisted	j	287	0.86
23492	armistice	n	285	0.87
23499	brassy	j	272	0.91
23506	chronologically	r	274	0.90
23513	tympanic	j	347	0.71
23520	statehouse	n	276	0.89
23527	ribbed	j	277	0.89
23534	noncommercial	j	305	0.81
23541	Estonian	j	379	0.65
23548	low-end	j	282	0.87
23555	rue	v	270	0.91
23562	Eurocentric	j	299	0.82
23569	hallelujah	u	279	0.88
23576	cube	v	292	0.84
23583	self-defeating	j	280	0.87
23590	redeploy	v	275	0.89
23597	couplet	n	318	0.77
23604	indebtedness	n	297	0.82
23611	womanly	j	276	0.89
23618	apportion	v	294	0.83
23625	requested	j	274	0.89
23632	doggie	n	271	0.90
23639	tabernacle	n	293	0.83
23646	brazenly	r	262	0.93
23653	lynx	n	322	0.76
23660	wonderland	n	268	0.91
23667	refract	v	269	0.90
23674	splotch	n	275	0.88
23681	cabinetry	n	297	0.82
23688	afterglow	n	286	0.85
23695	conjoin	v	272	0.89
23702	photogenic	j	263	0.92
23709	corrective	n	281	0.86
23716	smugly	r	277	0.87
23723	prickle	v	302	0.80
23730	entrap	v	266	0.91
23737	strangulation	n	273	0.88
23744	slew	v	280	0.86
23751	minuteman	n	306	0.79
23758	catalyze	v	273	0.88
23765	transferred	j	265	0.91
23772	bespeak	v	263	0.91
23779	flatness	n	283	0.85
23786	taxicab	n	275	0.87
23793	carotene	n	294	0.82
23800	swindle	n	277	0.86
23807	snowmaking	n	362	0.66
23814	congeal	v	271	0.88
23821	acrimony	n	262	0.91
23828	star-spangled	j	263	0.91
23835	mock-up	n	265	0.90
23842	disciplinarian	n	259	0.92
23849	serenade	v	260	0.92
23856	break-even	n	288	0.83
23863	segregationist	n	271	0.88
23870	artisanal	j	293	0.81
23877	snide	j	261	0.91
23884	protectorate	n	299	0.79
23891	cabby	n	290	0.82
23898	basilica	n	283	0.84
23905	manure	v	302	0.78
23912	seeking	n	265	0.89
23919	byline	n	263	0.90
23926	geezer	n	270	0.88
23933	shrewdly	r	262	0.90
23940	prefabricated	j	266	0.89
23947	debase	v	262	0.90
23954	reopening	n	260	0.91
23961	junket	n	270	0.87
23968	segmentation	n	318	0.74
23975	vixen	n	289	0.81
23982	palliative	j	284	0.83
23989	unacknowledged	j	261	0.90
23996	deposed	j	263	0.89
24003	hock	n	261	0.90
24010	whoop	n	263	0.89
24017	morn	n	272	0.86
24024	torrid	j	256	0.92
24031	bending	n	279	0.84
24038	bed-and-breakfast	n	266	0.88
24045	disdainful	j	258	0.91
24052	exhalation	n	270	0.86
24059	punt	v	266	0.88
24066	thought-provoking	j	256	0.91
24073	Catalan	j	280	0.83
24080	expansionist	j	268	0.87
24087	phoneme	n	326	0.71
24094	hackle	n	256	0.91
24101	Neolithic	j	298	0.78
24108	unbearably	r	261	0.89
