This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
29337	narrow-minded	j	153	0.90
29344	fecund	j	156	0.89
29351	offhand	r	158	0.87
29358	savannah	n	184	0.75
29365	just-in-time	j	158	0.87
29372	vapid	j	152	0.91
29379	archduke	n	202	0.68
29386	impoverish	v	154	0.89
29393	linearity	n	170	0.81
29400	transsexual	j	161	0.85
29407	misfire	n	153	0.90
29414	undervalued	j	164	0.84
29421	arbitrage	n	180	0.76
29428	gentile	n	164	0.84
29435	vomiting	n	153	0.90
29442	pseudo	j	154	0.89
29449	seahorse	n	220	0.62
29456	disrepute	n	153	0.89
29463	pilothouse	n	183	0.75
29470	non-financial	j	176	0.78
29477	sterilized	j	158	0.86
29484	tabby	n	166	0.82
29491	spitting	j	160	0.85
29498	rust-colored	j	157	0.87
29505	ninety-four	m	153	0.89
29512	imperialist	n	161	0.85
29519	near-earth	j	171	0.80
29526	expansionism	n	160	0.85
29533	musicologist	n	153	0.89
29540	agonizingly	r	150	0.91
29547	usability	n	174	0.78
29554	fieldstone	n	159	0.85
29561	clandestinely	r	151	0.90
29568	geophysicist	n	155	0.87
29575	ravish	v	154	0.88
29582	orgasmic	j	162	0.83
29589	menstruate	v	153	0.88
29596	pillory	v	152	0.89
29603	gendarme	n	173	0.78
29610	doff	v	154	0.88
29617	renegotiation	n	161	0.84
29624	enlightening	j	147	0.92
29631	two-foot	j	151	0.89
29638	dark-green	j	155	0.87
29645	higher-priced	j	156	0.86
29652	two-tier	j	157	0.85
29659	back-breaking	j	147	0.91
29666	prowler	n	170	0.79
29673	harangue	n	149	0.90
29680	out-of-towner	n	152	0.88
29687	metallurgy	n	162	0.83
29694	sensorineural	j	195	0.69
29701	reversed	j	153	0.87
29708	chipping	n	153	0.87
29715	hilariously	r	150	0.89
29722	tousled	j	155	0.86
29729	juke	n	153	0.87
29736	blank	r	153	0.87
29743	balsa	n	155	0.86
29750	hand-me-down	n	148	0.90
29757	uninjured	j	148	0.90
29764	unorganized	j	165	0.80
29771	bordello	n	148	0.90
29778	gastroenterologist	n	163	0.81
29785	proffered	j	155	0.85
29792	huddled	j	151	0.88
29799	phage	n	284	0.46
29806	gargle	v	154	0.86
29813	backstreet	n	167	0.79
29820	grungy	j	149	0.88
29827	face-saving	j	152	0.87
29834	selector	n	154	0.85
29841	mid-1930s	m	152	0.87
29848	gravitationally	r	159	0.83
29855	yelling	n	146	0.90
29862	dogfight	n	150	0.88
29869	bilge	n	162	0.81
29876	unlawfully	r	148	0.89
29883	scrimp	v	147	0.89
29890	homologous	j	200	0.65
29897	deleted	j	156	0.84
29904	talcum	n	151	0.87
29911	accusing	j	151	0.87
29918	avow	v	150	0.87
29925	busybody	n	151	0.87
29932	militate	v	160	0.82
29939	impeachable	j	338	0.39
29946	pivoting	j	152	0.86
29953	middle-level	j	172	0.76
29960	belligerence	n	143	0.91
29967	ionic	j	155	0.84
29974	callow	j	146	0.89
29981	borer	n	159	0.82
29988	underestimation	n	158	0.82
29995	backstop	n	147	0.88
30002	FDA-approved	j	158	0.82
30009	decorous	j	147	0.88
30016	peeve	n	146	0.89
30023	drudge	n	165	0.78
30030	adjutant	n	162	0.80
30037	swindler	n	150	0.86
30044	melanin	n	155	0.83
30051	hardiness	n	205	0.63
30058	biophysical	j	187	0.69
30065	swathe	n	146	0.88
30072	angora	n	159	0.81
30079	hypersensitive	j	144	0.89
30086	garret	n	152	0.85
30093	Virginian	j	146	0.88
30100	third-round	j	164	0.78
30107	counterargument	n	146	0.88
30114	overemphasis	n	152	0.84
30121	bobber	n	159	0.81
30128	entranceway	n	147	0.87
30135	electrifying	j	143	0.90
30142	artificiality	n	146	0.88
30149	transience	n	178	0.72
30156	gesticulate	v	152	0.84
30163	lemur	n	167	0.77
30170	caption	v	146	0.87
30177	pontifical	j	151	0.85
30184	associational	j	178	0.72
30191	sloppiness	n	141	0.90
30198	joust	v	142	0.90
30205	non-native	n	179	0.71
30212	puppetry	n	166	0.77
30219	epithelium	n	175	0.73
30226	microwave-safe	j	163	0.78
30233	implantable	j	173	0.73
30240	concord	n	146	0.87
30247	air-quality	j	151	0.84
30254	pro-Israel	j	147	0.86
30261	loyally	r	139	0.91
30268	lame-duck	j	150	0.84
30275	sherbet	n	146	0.87
30282	chagrin	v	142	0.89
30289	firebox	n	173	0.73
30296	unbalance	v	139	0.91
30303	uncrowded	j	145	0.87
30310	banded	j	157	0.80
30317	superconductivity	n	170	0.74
30324	triumvirate	n	141	0.89
30331	footloose	j	141	0.89
30338	unprocessed	j	145	0.87
30345	trilateral	j	153	0.82
30352	landholder	n	162	0.77
30359	five-thirty	m	158	0.79
30366	chauvinistic	j	142	0.88
30373	curtained	j	150	0.83
30380	seeding	n	147	0.85
30387	military-style	j	140	0.89
30394	potter	v	187	0.67
30401	goiter	n	219	0.57
30408	slammer	n	163	0.76
30415	twiddle	v	145	0.86
30422	lodgepole	n	145	0.86
30429	flyover	n	147	0.85
30436	voice-mail	j	148	0.84
30443	vale	n	148	0.84
30450	soothsayer	n	151	0.82
30457	prostitute	v	144	0.86
30464	assemblyman	n	143	0.87
30471	phosphorescent	j	149	0.83
30478	surfing	j	146	0.85
30485	greeter	n	143	0.87
30492	spiritualist	n	143	0.86
30499	orthopedist	n	148	0.84
30506	bassinet	n	145	0.85
30513	dapple	v	145	0.85
30520	hard-driving	j	140	0.88
30527	sluggishly	r	144	0.86
30534	officious	j	144	0.86
30541	wheedle	v	148	0.83
30548	iridium	n	157	0.78
30555	midwifery	n	152	0.81
30562	cheerleading	j	139	0.88
30569	beatnik	n	143	0.86
30576	eight-month	j	138	0.89
30583	mantis	n	152	0.81
30590	funereal	j	138	0.89
30597	Hellenistic	j	148	0.83
30604	matchbook	n	146	0.84
30611	inauthentic	j	141	0.87
30618	quinine	n	144	0.85
30625	ripping	j	142	0.86
30632	consumptive	j	150	0.81
30639	paramour	n	136	0.90
30646	gate	v	174	0.70
30653	antic	j	135	0.90
30660	fancier	n	148	0.82
30667	purebred	j	138	0.88
30674	pigeonhole	n	135	0.90
30681	retained	j	142	0.86
30688	fluidly	r	135	0.90
30695	gas-powered	j	149	0.81
30702	well-read	j	133	0.91
30709	destitution	n	138	0.88
30716	spay	v	146	0.83
30723	politic	j	136	0.89
30730	hereabouts	r	141	0.86
30737	sulfurous	j	138	0.88
30744	rootstock	n	165	0.73
30751	fathom	n	142	0.85
30758	blab	v	141	0.86
30765	Shi'ite	j	147	0.82
30772	gabled	j	140	0.86
30779	mutely	r	147	0.82
30786	concertina	n	152	0.79
30793	hightail	v	140	0.86
30800	polyglot	n	134	0.90
30807	eschatology	n	163	0.74
30814	appendicitis	n	169	0.71
30821	dismembered	j	134	0.89
30828	state-mandated	j	143	0.84
30835	initial	v	140	0.86
30842	conscript	v	134	0.89
30849	stepbrother	n	138	0.87
30856	twisty	j	161	0.74
30863	unglued	j	132	0.91
30870	gallantly	r	134	0.89
30877	favourable	j	154	0.77
30884	hypoxia	n	148	0.81
30891	ignoble	j	134	0.89
30898	season-high	j	151	0.79
30905	travelling	n	136	0.87
30912	gramophone	n	156	0.76
30919	exploiter	n	137	0.87
30926	ringed	j	141	0.84
30933	vernal	j	150	0.79
30940	recessionary	j	145	0.82
30947	narrowed	j	142	0.83
30954	urethra	n	148	0.80
30961	multi-million	j	134	0.88
30968	fetishism	n	151	0.78
30975	farmed	j	167	0.71
30982	retardant	n	142	0.83
30989	trenchant	j	133	0.89
30996	immodest	j	132	0.89
31003	repartee	n	131	0.90
31010	lemongrass	n	142	0.83
31017	laughingstock	n	131	0.90
31024	crybaby	n	135	0.87
31031	age-specific	j	158	0.74
31038	squirm	n	136	0.86
31045	chit	n	133	0.88
31052	pup	v	138	0.85
31059	third-down	j	152	0.77
31066	duffle	n	142	0.82
31073	catch-all	j	134	0.87
31080	sunburst	n	132	0.89
31087	high-dose	j	145	0.81
31094	wraith	n	149	0.78
31101	tiredly	r	146	0.80
31108	headwind	n	139	0.84
31115	energy-efficiency	j	179	0.65
31122	epistolary	j	155	0.75
31129	loquacious	j	130	0.89
31136	best-looking	j	132	0.88
31143	batik	n	138	0.84
31150	gamesmanship	n	131	0.89
31157	diamond-shaped	j	133	0.87
31164	re-educate	v	130	0.89
31171	Punjabi	j	186	0.62
31178	counterbalance	n	132	0.88
31185	gallstone	n	150	0.77
31192	organza	n	140	0.83
31199	non-local	j	170	0.68
31206	instigation	n	130	0.89
31213	ochre	j	133	0.87
31220	ephedra	n	169	0.68
31227	sugared	j	138	0.84
31234	daintily	r	139	0.83
31241	rule-making	n	188	0.61
31248	boomtown	n	135	0.85
31255	next-to-last	j	130	0.88
31262	near-infrared	j	143	0.80
31269	advisement	n	137	0.84
31276	marquis	n	198	0.58
31283	laze	v	131	0.88
31290	switchblade	n	141	0.81
31297	hypersensitivity	n	135	0.85
31304	unaffordable	j	130	0.88
31311	arbitrate	v	134	0.85
31318	clunk	v	136	0.84
31325	matriculate	v	134	0.85
31332	homeostasis	n	140	0.81
31339	whodunit	n	130	0.88
31346	revaluation	n	144	0.79
31353	hypersonic	j	141	0.81
31360	besmirch	v	128	0.89
31367	night-light	n	138	0.82
31374	marcel	v	205	0.55
31381	grumbling	j	129	0.88
31388	billows	n	131	0.87
31395	procreative	j	158	0.72
31402	fictionalize	v	128	0.89
31409	pint-sized	j	128	0.88
31416	degrading	j	126	0.90
31423	effete	j	128	0.88
31430	crimp	n	129	0.88
31437	threateningly	r	135	0.84
31444	Augustinian	j	146	0.77
31451	ten-foot	j	130	0.87
31458	flared	j	130	0.87
31465	torsional	j	139	0.81
31472	flatbread	n	144	0.78
31479	outplay	v	134	0.84
31486	out-of-court	j	129	0.87
31493	pictograph	n	136	0.82
31500	raceway	n	136	0.82
31507	oil-for-food	j	157	0.71
31514	acquisitive	j	125	0.90
31521	azimuth	n	142	0.79
31528	thermals	n	132	0.85
31535	drug-induced	j	130	0.86
31542	Namibian	j	152	0.73
31549	make-or-break	j	127	0.88
31556	corporatism	n	172	0.65
31563	biggie	n	127	0.88
31570	workgroup	n	155	0.72
31577	imperiled	j	127	0.88
31584	hopefulness	n	122	0.91
31591	eutrophication	n	166	0.67
31598	coven	n	141	0.79
31605	crocheted	j	128	0.87
31612	topping	j	129	0.86
31619	centurion	n	129	0.86
31626	standing-room-only	j	126	0.88
31633	misspelling	n	123	0.90
31640	billowy	j	128	0.86
31647	picket	v	125	0.88
31654	charitably	r	121	0.91
31661	humvee	n	143	0.77
31668	in-person	j	127	0.87
31675	roadshow	n	140	0.79
31682	flapping	j	132	0.83
31689	magnifier	n	137	0.80
31696	businessperson	n	124	0.88
31703	salve	v	123	0.89
31710	abortion-rights	j	133	0.82
31717	compassionately	r	122	0.90
31724	money-saving	j	125	0.88
31731	green-eyed	j	132	0.83
31738	jiffy	n	127	0.86
31745	zookeeper	n	161	0.68
31752	Arthurian	j	161	0.68
31759	languorous	j	125	0.87
31766	lye	n	138	0.79
31773	alliteration	n	146	0.75
31780	high-security	j	121	0.90
31787	pushcart	n	126	0.86
31794	placer	n	131	0.83
31801	sharpener	n	124	0.88
31808	below-market	j	127	0.85
31815	canker	n	137	0.79
31822	higher-end	j	130	0.83
31829	re-enactor	n	137	0.79
31836	Torah	n	133	0.81
31843	prefect	n	126	0.86
31850	recording	j	121	0.89
31857	university-based	j	133	0.81
31864	thumping	j	128	0.84
31871	abrogation	n	147	0.73
31878	flimsy	n	122	0.88
31885	hollowness	n	123	0.88
31892	fresh-baked	j	123	0.88
31899	unclench	v	135	0.80
31906	turgid	j	123	0.87
31913	mid-sixties	m	126	0.85
31920	sty	n	130	0.83
31927	rebate	v	128	0.84
31934	half-asleep	j	129	0.83
31941	crinkly	j	125	0.86
31948	vac	n	142	0.75
31955	oleander	n	130	0.82
31962	jauntily	r	124	0.86
31969	doughy	j	124	0.86
31976	reification	n	144	0.74
31983	erythema	n	163	0.65
31990	marzipan	n	127	0.84
31997	morning-after	j	132	0.81
32004	hospital-based	j	140	0.76
32011	mudflat	n	129	0.82
32018	thirty-year	j	121	0.88
32025	Moravian	j	220	0.48
32032	arms-control	j	129	0.82
32039	protozoan	n	139	0.76
32046	stabilized	j	123	0.86
32053	upright	n	124	0.85
32060	vexation	n	148	0.72
32067	sassafras	n	133	0.80
32074	tie-dyed	j	119	0.89
32081	business-as-usual	j	133	0.79
32088	high-top	n	123	0.86
32095	co-captain	n	123	0.86
32102	foreign-owned	j	121	0.87
32109	ankle-deep	j	119	0.89
32116	insouciance	n	119	0.89
32123	hopscotch	n	121	0.87
32130	such-and-such	j	119	0.88
32137	operable	j	123	0.85
32144	bookworm	n	120	0.88
32151	banknote	n	167	0.63
32158	nonagricultural	j	129	0.81
32165	bafflement	n	120	0.87
32172	employer-sponsored	j	124	0.84
32179	confederacy	n	128	0.82
32186	gravedigger	n	124	0.84
32193	dispirit	v	116	0.90
32200	misogynistic	j	119	0.88
32207	bunion	n	141	0.74
32214	exegetical	j	152	0.69
32221	immunologist	n	125	0.83
32228	unburned	j	123	0.85
32235	parochialism	n	130	0.80
32242	aeronautics	n	121	0.86
32249	time-worn	j	117	0.89
32256	smuggled	j	118	0.88
32263	unspeakably	r	118	0.88
32270	pear-shaped	j	119	0.87
32277	bipedal	j	127	0.82
32284	classifieds	n	117	0.89
32291	disembody	v	119	0.87
32298	phi	n	157	0.66
32305	cretin	n	119	0.87
32312	higher-income	j	121	0.85
32319	amelioration	n	168	0.61
32326	pontificate	n	127	0.81
32333	troika	n	121	0.85
32340	swale	n	119	0.87
32347	twenty-second	m	125	0.82
32354	public-interest	j	124	0.83
32361	cornered	j	118	0.87
32368	eight-year-old	n	118	0.87
32375	bubonic	j	120	0.86
32382	guano	n	121	0.85
32389	roan	n	131	0.78
32396	melt	n	120	0.85
32403	fusillade	n	115	0.89
32410	scruff	n	121	0.85
32417	yodel	v	128	0.80
32424	man-hour	n	116	0.88
32431	paperless	j	120	0.85
32438	chaparral	n	122	0.84
32445	addled	j	119	0.86
32452	hearted	j	113	0.90
32459	rehydrate	v	123	0.83
32466	rhesus	n	126	0.81
32473	two-handed	j	117	0.87
32480	medium-range	j	117	0.87
32487	sightseer	n	115	0.88
32494	allowed	j	116	0.87
32501	brain-damaged	j	116	0.87
32508	cryptography	n	134	0.76
32515	corrupted	j	117	0.87
32522	comradeship	n	115	0.88
32529	undesired	j	125	0.81
32536	shim	n	125	0.81
32543	superposition	n	140	0.72
32550	dodo	n	118	0.86
32557	unavailability	n	121	0.83
32564	mid-forties	m	118	0.85
32571	pilaster	n	123	0.82
32578	flutist	n	117	0.86
32585	cheapskate	n	120	0.84
32592	lox	n	119	0.84
32599	baldly	r	114	0.88
32606	sheltering	j	116	0.86
32613	belly	v	115	0.87
32620	wood-frame	j	116	0.86
32627	fiendish	j	114	0.88
32634	glory	v	113	0.89
32641	interwoven	j	114	0.88
32648	one-seventh	m	121	0.83
32655	doomsayer	n	116	0.86
32662	pre-nup	n	136	0.73
32669	viscera	n	116	0.86
32676	hard-on	n	125	0.80
32683	plait	v	115	0.87
32690	refining	j	122	0.82
32697	regularize	v	123	0.81
32704	bookmaker	n	141	0.71
32711	lovesick	j	120	0.83
32718	voyageur	n	135	0.74
32725	dpi	n	135	0.73
32732	brucellosis	n	147	0.67
32739	center-right	j	121	0.82
32746	Mississippian	j	136	0.73
32753	jib	n	117	0.85
32760	prismatic	j	122	0.81
32767	winner-take-all	j	121	0.82
32774	hemorrhagic	j	121	0.82
32781	shingled	j	115	0.86
32788	nobody	n	113	0.87
32795	chillingly	r	111	0.89
32802	totemic	j	141	0.70
32809	missionary	j	117	0.84
32816	haw	v	113	0.87
32823	goalpost	n	110	0.89
32830	overvalued	j	114	0.86
32837	non-American	j	122	0.80
32844	light-blue	j	114	0.86
32851	seaward	r	116	0.84
32858	jibe	n	110	0.89
32865	bioweapon	n	127	0.77
32872	sobriquet	n	111	0.88
32879	demolished	j	113	0.86
32886	sluggishness	n	110	0.89
32893	blowtorch	n	114	0.86
32900	jackknife	n	114	0.85
32907	indicated	j	116	0.84
32914	martial-arts	j	116	0.84
32921	manic-depressive	j	114	0.85
32928	Sunbelt	n	117	0.83
32935	prioritization	n	123	0.79
32942	beveled	j	111	0.87
32949	myrrh	n	122	0.79
32956	territoriality	n	119	0.81
32963	playable	j	117	0.83
32970	tangentially	r	110	0.88
32977	foul-smelling	j	130	0.74
32984	proofread	v	111	0.87
32991	archrival	j	112	0.86
32998	surmise	n	109	0.88
33005	stalagmite	n	117	0.82
33012	best-loved	j	109	0.88
33019	fantasia	n	125	0.77
33026	twenty-five-year-old	j	110	0.87
33033	plebe	n	125	0.77
33040	nonrefundable	j	112	0.86
33047	honorific	j	108	0.89
33054	long-delayed	j	109	0.88
33061	T-bone	n	113	0.85
33068	country-western	j	110	0.87
33075	orange-red	j	113	0.85
33082	helpfulness	n	120	0.80
33089	ex-marine	j	108	0.88
33096	systematics	n	129	0.74
33103	unjustifiable	j	111	0.86
33110	longer-lasting	j	111	0.86
33117	falconer	n	153	0.62
33124	end-to-end	j	117	0.81
33131	hundredfold	r	109	0.87
33138	highlighted	j	108	0.88
33145	impeller	n	127	0.75
33152	electromagnetism	n	114	0.83
33159	paediatrician	n	122	0.78
33166	issuing	n	108	0.88
33173	jinx	n	110	0.86
33180	nine-member	j	112	0.85
33187	typhus	n	110	0.86
33194	adieu	n	107	0.88
33201	crabapple	n	113	0.84
33208	worshipful	j	110	0.86
33215	prescription-drug	j	128	0.74
33222	transmutation	n	115	0.82
33229	preeminently	r	110	0.86
33236	adios	n	108	0.87
33243	kickball	n	112	0.84
33250	person-to-person	j	110	0.86
33257	oscillating	j	110	0.86
33264	lepton	n	191	0.49
33271	peal	v	110	0.85
33278	daikon	n	118	0.80
33285	feature-length	j	107	0.88
33292	quintessence	n	106	0.88
33299	constructor	n	114	0.82
33306	flounce	v	114	0.82
33313	breakaway	n	109	0.86
33320	dildo	n	117	0.80
33327	odd-looking	j	107	0.87
33334	reprocess	v	109	0.86
33341	interpolation	n	118	0.79
33348	databank	n	112	0.83
33355	horseshoe-shaped	j	106	0.88
33362	spitball	n	108	0.86
33369	encroaching	j	106	0.88
33376	pinafore	n	110	0.84
33383	zydeco	n	111	0.84
33390	parathyroid	j	145	0.64
33397	hi-tech	j	106	0.87
33404	copiously	r	106	0.87
33411	lower-middle-class	j	105	0.88
33418	negativism	n	113	0.82
33425	gasoline-powered	j	108	0.86
33432	heuristics	n	123	0.75
33439	colonialist	n	107	0.86
33446	anklet	n	108	0.85
33453	proboscis	n	116	0.79
33460	matriarchal	j	105	0.88
33467	capo	n	106	0.87
33474	pre-K	j	120	0.77
33481	whitefly	n	174	0.53
33488	speedster	n	109	0.84
33495	link-up	n	105	0.87
33502	lithograph	v	126	0.73
33509	woodlot	n	116	0.79
33516	herewith	r	104	0.88
33523	copyist	n	114	0.80
33530	rasa	n	105	0.87
33537	uncontaminated	j	107	0.85
33544	fourteenth-century	j	112	0.82
33551	sleepwalker	n	113	0.81
33558	cupid	j	105	0.87
33565	three-mile	j	105	0.87
33572	pecker	n	118	0.77
33579	pommel	n	109	0.83
33586	syncopated	j	103	0.88
33593	whistling	j	139	0.65
33600	brownfield	n	141	0.64
33607	lacuna	n	110	0.83
33614	regional	n	121	0.75
33621	washed-up	j	104	0.87
33628	trade-in	n	111	0.82
33635	equal-opportunity	j	104	0.87
33642	caregiving	n	115	0.79
33649	private-label	j	119	0.76
33656	intersubjective	j	124	0.73
33663	webmaster	n	110	0.82
33670	stifled	j	105	0.86
33677	vivo	r	115	0.78
33684	intermix	v	103	0.88
33691	graduate-level	j	109	0.83
33698	Koranic	j	116	0.78
33705	atomize	v	103	0.87
33712	legitimization	n	110	0.82
33719	unrated	j	119	0.76
33726	sauropod	n	166	0.54
33733	histopathologic	j	133	0.67
33740	amaranth	n	115	0.78
33747	bell-shaped	j	104	0.86
33754	deal-making	n	105	0.85
33761	scoliosis	n	120	0.75
33768	salable	j	105	0.85
33775	rebelliousness	n	100	0.89
33782	scriptwriter	n	103	0.87
33789	steers	n	113	0.79
33796	prescience	n	105	0.85
33803	run-through	n	103	0.87
33810	tractable	j	101	0.88
33817	monarchical	j	112	0.80
33824	aeroplane	n	114	0.78
33831	upwelling	n	106	0.84
33838	quatrain	n	123	0.72
33845	glycerin	n	120	0.74
33852	choreographed	j	103	0.86
33859	sounder	n	125	0.71
33866	attractant	n	114	0.78
33873	teetering	j	102	0.87
33880	cliffside	n	104	0.85
33887	senior-level	j	113	0.78
33894	earache	n	105	0.84
33901	bona-fide	j	99	0.89
33908	emotionalism	n	103	0.86
33915	grooming	j	105	0.84
33922	encephalopathy	n	107	0.82
33929	brown-skinned	j	102	0.86
33936	regally	r	104	0.85
33943	disorienting	j	100	0.88
33950	negligently	r	103	0.85
33957	malleability	n	102	0.86
33964	importing	n	107	0.82
33971	instantiate	v	116	0.76
33978	unbind	v	101	0.87
33985	stave	n	112	0.78
33992	scarab	n	130	0.67
33999	homogenized	j	100	0.88
34006	glow-in-the-dark	j	102	0.86
34013	mid-80s	m	100	0.88
34020	aperitif	n	103	0.85
34027	regrow	v	103	0.85
34034	commercialized	j	105	0.83
34041	canoeist	n	113	0.77
34048	signaling	j	106	0.82
34055	bevel	n	114	0.77
34062	hanker	v	99	0.88
34069	bootleg	v	98	0.89
34076	botulinum	n	112	0.78
34083	operetta	n	100	0.87
34090	money-management	j	104	0.84
34097	government-backed	j	106	0.82
34104	misdirected	j	98	0.89
34111	ill-informed	j	97	0.89
34118	borderless	j	102	0.85
34125	now-familiar	j	97	0.89
34132	suture	v	101	0.86
34139	graying	n	98	0.88
34146	starlike	j	106	0.82
34153	autobahn	n	103	0.84
34160	deliveryman	n	107	0.81
34167	underpaid	j	98	0.88
34174	airframe	n	101	0.85
34181	vertex	n	106	0.81
34188	nectarine	n	102	0.84
34195	flowerbed	n	101	0.85
34202	whimsically	r	97	0.89
34209	single-story	j	102	0.84
34216	slalom	v	102	0.84
34223	faint-hearted	j	97	0.89
34230	thought-out	j	96	0.89
34237	boosterism	n	110	0.78
34244	hard-luck	j	98	0.87
34251	deforested	j	110	0.78
34258	subject-matter	n	115	0.74
34265	hovercraft	n	102	0.84
34272	do-nothing	j	103	0.83
34279	derriere	n	97	0.88
34286	dilated	j	105	0.81
34293	disrupter	n	105	0.81
34300	picked	j	96	0.89
34307	obeisance	n	98	0.87
34314	top-ranking	j	99	0.86
34321	phantasm	n	109	0.78
34328	legless	j	102	0.83
34335	bratwurst	n	100	0.85
34342	biofilm	n	148	0.57
34349	self-reliance	j	100	0.85
34356	pell-mell	r	97	0.87
34363	pendulous	j	99	0.86
34370	cooper	v	135	0.63
34377	minuet	n	97	0.87
34384	militarist	n	106	0.80
34391	omnipresence	n	100	0.85
34398	kaput	j	95	0.89
34405	unbridgeable	j	97	0.87
34412	crapshoot	n	97	0.87
34419	redistricting	n	101	0.84
34426	bowing	n	97	0.87
34433	metallurgical	j	105	0.80
34440	ostentation	n	95	0.89
34447	two-income	j	99	0.85
34454	offending	n	108	0.78
34461	conjugation	n	114	0.74
34468	self-sacrificing	j	97	0.87
34475	star-shaped	j	96	0.88
34482	ne'er-do-well	n	95	0.88
34489	machine-made	j	101	0.83
34496	rapier	n	108	0.78
34503	sweat-soaked	j	100	0.84
34510	omnivorous	j	96	0.87
34517	combustor	n	114	0.73
34524	third-class	j	101	0.83
34531	cabling	n	103	0.81
34538	reclassification	n	107	0.78
34545	appraised	j	100	0.84
34552	larch	n	102	0.82
34559	cultist	n	127	0.66
34566	facetiously	r	94	0.89
34573	befuddle	v	96	0.87
34580	temptress	n	93	0.90
34587	high-yielding	j	101	0.82
34594	scofflaw	n	97	0.86
34601	hoodoo	n	105	0.79
34608	acoustically	r	95	0.87
34615	privateer	n	126	0.66
34622	gizzard	n	98	0.85
34629	patent-leather	j	99	0.84
34636	lie-detector	j	99	0.84
34643	grueling	n	94	0.88
34650	bucking	j	97	0.85
34657	regency	n	103	0.80
34664	short-term	n	95	0.87
34671	waft	n	99	0.83
34678	looking-glass	n	115	0.72
34685	twang	v	97	0.85
34692	tush	n	98	0.84
34699	subroutine	n	116	0.71
34706	rushed	j	93	0.88
34713	Wilsonian	j	103	0.80
34720	computerize	v	94	0.87
34727	pocket-size	j	97	0.85
34734	wallboard	n	96	0.85
34741	gaffer	n	117	0.70
34748	singleton	n	105	0.78
34755	gourmand	n	99	0.83
34762	resupply	j	94	0.87
34769	Eritrean	n	125	0.65
34776	thusly	r	92	0.89
34783	lovelorn	j	95	0.86
34790	truncheon	n	98	0.83
34797	foreknowledge	n	94	0.87
34804	caldron	n	98	0.83
34811	great-aunt	j	153	0.53
34818	banquet	v	93	0.87
34825	deaconess	n	97	0.84
34832	remonstrate	v	95	0.85
34839	ever-popular	j	92	0.88
34846	improbability	n	94	0.86
34853	icily	r	100	0.81
34860	heritable	j	101	0.80
34867	downgrading	n	99	0.82
34874	nutrient	j	97	0.83
34881	shutter	v	95	0.85
34888	write-down	n	102	0.79
34895	vindictiveness	n	95	0.85
34902	marvellous	j	96	0.84
34909	task-oriented	j	104	0.77
34916	hydrated	j	97	0.83
34923	non-conventional	j	98	0.82
34930	haemorrhage	n	128	0.63
34937	church-related	j	100	0.80
34944	rhapsodic	j	91	0.88
34951	prolongation	n	99	0.81
34958	Oregonian	n	97	0.83
34965	hydroponic	j	108	0.74
34972	business-oriented	j	92	0.87
34979	dark-colored	j	92	0.87
34986	fossilize	v	95	0.84
34993	bioethicist	n	97	0.82
35000	Babylonian	n	95	0.84
35007	wondrously	r	90	0.89
35014	urinalysis	n	96	0.83
35021	high-strength	j	95	0.84
35028	Reagan-era	j	92	0.86
35035	point-and-shoot	j	101	0.79
35042	trattoria	n	92	0.86
35049	seized	j	91	0.87
35056	invitee	n	92	0.86
35063	speckle	n	99	0.80
35070	landline	n	98	0.81
35077	wisecrack	v	90	0.88
35084	drug-testing	j	99	0.80
35091	franchiser	n	118	0.67
35098	undernourished	j	89	0.89
35105	snigger	v	99	0.80
35112	cane	v	96	0.82
35119	unalterable	j	92	0.86
35126	brown-haired	j	97	0.81
35133	life-affirming	j	89	0.89
35140	rehash	n	91	0.87
35147	meddling	j	88	0.90
35154	blown-up	j	90	0.88
35161	biohazard	n	93	0.85
35168	hoodie	n	101	0.78
35175	eight-point	j	91	0.86
35182	psychically	r	94	0.84
35189	toile	n	101	0.78
35196	stinker	n	92	0.85
35203	sissy	j	92	0.85
35210	laughably	r	90	0.87
35217	shellac	n	94	0.83
35224	bioscience	n	100	0.78
35231	nonconformity	n	100	0.78
35238	triple-digit	j	100	0.78
35245	cacophonous	j	88	0.89
35252	beanstalk	n	96	0.81
35259	retributive	j	111	0.70
35266	grandmotherly	j	91	0.86
